id,price,old_price,model,descript,width,height,rim,r_type,brand,country,inStock,tech,type,size,created_at,updated_at,img,img_big,class,active,slug,tube,type_arch,sort_id
177,23460,0,M788,,,,,,Bridgestone,Тайланд,0,156/150L,,315/80R22.5,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/m788.png,Грузовые шины,1,31580r225-bridgestone-m788-156150l,Бескамерная,Универсальная,1
178,23950,0,M840,,,,,,Bridgestone,Тайланд,0,156/150K,,315/80R22.5,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/m840.png,Грузовые шины,1,31580r225-bridgestone-m840-156150k,Бескамерная,Универсальная,1
179,20620,0,UT3000,,,,,,Firestone,Тайланд,0,156/150K,,315/80R22.5,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/ut3000.png,Грузовые шины,1,31580r225-firestone-ut3000-156150k,Камерная,Универсальная,1
180,21695,0,SAT3000,,,,,,Firestone,Тайланд,0,156/150K,,315/80R22.5,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/sat3000.png,Грузовые шины,1,31580r225-firestone-sat3000-156150k,Камерная,Универсальная,1
181,23840,0,RSV001,,,,,,Bridgestone,Тайланд,0,156/150L,,315/70R22.5,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/rsv001.png,Грузовые шины,1,31570r225-bridgestone-rsv001-156150l,Бескамерная,Рулевая ось,1
182,23840,0,EHS1,,,,,,Bridgestone,Тайланд,0,156/150L,,315/70R22.5,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/ehs1.png,Грузовые шины,1,31570r225-bridgestone-ehs1-156150l,Бескамерная,Рулевая ось,1
183,23840,0,R249,,,,,,Bridgestone,Тайланд,0,152/148М,,315/70R22.5,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/r249.png,Грузовые шины,1,31570r225-bridgestone-r249-152148m,Бескамерная,Рулевая ось,1
184,20550,0,FS400,,,,,,Firestone,Тайланд,0,152/148,,315/70R22.5,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/fs400.png,Грузовые шины,1,31570r225-firestone-fs400-152148,Бескамерная,Рулевая ось,1
185,25195,0,M729,,,,,,Bridgestone,Тайланд,0,152/148M,,315/70R22.5,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/m729.png,Грузовые шины,1,31570r225-bridgestone-m729-152148m,Бескамерная,Ведущая ось,1
186,25195,0,RDV001,,,,,,Bridgestone,Тайланд,0,152/148M,,315/70R22.5,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/rdv001.png,Грузовые шины,1,31570r225-bridgestone-rdv001-152148m,Бескамерная,Ведущая ось,1
187,25195,0,EHD1,,,,,,Bridgestone,Тайланд,0,152/148M,,315/70R22.5,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/ehd1.png,Грузовые шины,1,31570r225-bridgestone-ehd1-152148m,Бескамерная,Ведущая ось,1
188,20900,0,FD600,,,,,,Firestone,Тайланд,0,152/148,,315/70R22.5,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/fd600.png,Грузовые шины,1,31570r225-firestone-fd600-152148,Бескамерная,Ведущая ось,1
189,26190,0,W990,,,,,,Bridgestone,Тайланд,0,152/148M,,315/70R22.5,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/w990.png,Грузовые шины,1,31570r225-bridgestone-w990-152148m,Бескамерная,Ведущая ось,1
190,23440,0,M788,,,,,,Bridgestone,Тайланд,0,152/148M,,315/70R22.5,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/m788.png,Грузовые шины,1,31570r225-bridgestone-m788-152148m,Бескамерная,Универсальная,1
191,24550,0,R249,,,,,,Bridgestone,Тайланд,0,152/148L,,315/60R22.5,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/r249.png,Грузовые шины,1,31560r225-bridgestone-r249-152148l,Бескамерная,Рулевая ось,1
192,25660,0,M729,,,,,,Bridgestone,Тайланд,0,152/148L,,315/60R22.5,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/m729.png,Грузовые шины,1,31560r225-bridgestone-m729-152148l,Бескамерная,Ведущая ось,1
193,24410,0,R168,,,,,,Bridgestone,Тайланд,0,160K,,385/65R22.5,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/r168.png,Грузовые шины,1,38565r225-bridgestone-r168-160k,Бескамерная,Прицеп,1
194,26160,0,M748,,,,,,Bridgestone,Тайланд,0,160K,,385/65R22.5,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/m748.png,Грузовые шины,1,38565r225-bridgestone-m748-160k,Бескамерная,Прицеп,1
195,20520,0,TSP522,,,,,,Firestone,Тайланд,0,160J,,385/65R22.5,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/tsp522.png,Грузовые шины,1,38565r225-firestone-tsp522-160j,Бескамерная,Прицеп,1
196,20520,0,TSP3000,,,,,,Firestone,Тайланд,0,160J,,385/65R22.5,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/tsp3000.png,Грузовые шины,1,38565r225-firestone-tsp3000-160j,Бескамерная,Универсальная,1
197,25610,0,R249,,,,,,Bridgestone,Тайланд,0,160K,,385/65R22.5,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/r249.png,Грузовые шины,1,38565r225-bridgestone-r249-160k,Бескамерная,Универсальная,1
198,26360,0,R168,,,,,,Bridgestone,Тайланд,0,160K,,385/55R22.5,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/r168.png,Грузовые шины,1,38555r225-bridgestone-r168-160k,Бескамерная,Прицеп,1
199,25360,0,R249,,,,,,Bridgestone,Тайланд,0,160,,385/55R22.5,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/r249.png,Грузовые шины,1,38555r225-bridgestone-r249-160,Бескамерная,Прицеп,1
200,35460,0,R164,,,,,,Bridgestone,Тайланд,0,165K,,425/65R22.5,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/r164.png,Грузовые шины,1,42565r225-bridgestone-r164-165k,Бескамерная,Прицеп,1
201,34470,0,M748,,,,,,Bridgestone,Тайланд,0,165K,,425/65R22.5,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/m748.png,Грузовые шины,1,42565r225-bridgestone-m748-165k,Бескамерная,Прицеп,1
202,40730,0,R164,,,,,,Bridgestone,Тайланд,0,169K,,445/65R22.5,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/r164.png,Грузовые шины,1,44565r225-bridgestone-r164-169k,Бескамерная,Прицеп,1
203,42760,0,M748,,,,,,Bridgestone,Тайланд,0,169K,,445/65R22.5,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/m748.png,Грузовые шины,1,44565r225-bridgestone-m748-169k,Бескамерная,Прицеп,1
204,27990,0,L355,,,,,,Bridgestone,Тайланд,0,156/153J,,12.00R24,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/l355.png,Грузовые шины,1,1200r24-bridgestone-l355-156153j,Бескамерная,Ведущая ось,1
205,26390,0,M840,,,,,,Bridgestone,Тайланд,0,156/153K,,12.00R24,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/m840.png,Грузовые шины,1,1200r24-bridgestone-m840-156153k,Бескамерная,Универсальная,1
206,27710,0,M840,,,,,,Bridgestone,Тайланд,0,162K,,325/95R24,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/m840.png,Грузовые шины,1,32595r24-bridgestone-m840-162k,Бескамерная,Универсальная,1
207,16000,0,TZ-10 EXTRA,,,,,,Zeetex,Китай,0,156/150L,,315/80R22.5,0000-00-00 00:00:00,2015-10-15 09:47:46,,/img/tires/tz10.png,Грузовые шины,1,31580r225-zeetex-tz-10-extra-156150l,Бескамерная,Ведущая ось,1
208,15500,0,TZ-11 EXTRA,,,,,,Zeetex,Китай,0,154M,,315/70R22.5,0000-00-00 00:00:00,2015-10-15 09:47:47,,/img/tires/tz11.png,Грузовые шины,1,31570r225-zeetex-tz-11-extra-154m,Бескамерная,Ведущая ось,1
209,16500,0,ZS-09,,,,,,Zeetex,Китай,0,160К,,385/65R22.5,0000-00-00 00:00:00,2015-10-15 09:47:47,,/img/tires/zs09.png,Грузовые шины,1,38565r225-zeetex-zs-09-160k,Бескамерная,Прицеп,1
210,13000,0,TZ-12 EXTRA,,,,,,Zeetex,Китай,0,,,295/75R22.5,0000-00-00 00:00:00,2015-10-08 10:36:17,,/img/tires/tz12.png,Грузовые шины,1,29575r225-zeetex-tz-12-extra,Бескамерная,Ведущая ось,1
211,19100,0,KRD-02 LONGMARK,,,,,,Kumho,Корея,0,152/148M,,295/80R22.5,0000-00-00 00:00:00,2015-10-15 09:47:47,,/img/tires/krd02.png,Грузовые шины,1,29580r225-kumho-krd-02-longmark-152148m,Бескамерная,Ведущая ось,1
212,20800,0,KRD-02 LONGMARK,,,,,,Kumho,Корея,0,156/150L,,315/80R22.5,0000-00-00 00:00:00,2015-10-15 09:47:47,,/img/tires/krd02.png,Грузовые шины,1,31580r225-kumho-krd-02-longmark-156150l,Бескамерная,Ведущая ось,1
213,19900,0,DH1 EU LRJ 18 PR,,,,,,Matador,Словакия,0,154/150L,,315/70R22.5,0000-00-00 00:00:00,2015-10-15 09:47:47,,/img/tires/dh1.png,Грузовые шины,1,31570r225-matador-dh1-eu-lrj-18-pr-154150l,Бескамерная,Ведущая ось,1
214,14940,0,KRS-02,,,,,,Kumho,Корея,0,149/146L,,275/80R22.5,0000-00-00 00:00:00,2015-10-15 09:47:47,,/img/tires/krs02.png,Грузовые шины,1,27580r225-kumho-krs-02-149146l,Бескамерная,Рулевая ось,1
215,22520,0,KRS-50,,,,,,Kumho,Корея,0,154/150L,,385/65R22.5,0000-00-00 00:00:00,2015-10-15 09:47:47,,/img/tires/krs50.png,Грузовые шины,1,38565r225-kumho-krs-50-154150l,Бескамерная,Универсальная,1
216,21500,0,M788,,,,,,Bridgestone,Тайланд,0,160К/158,,385/65R22.5,0000-00-00 00:00:00,2015-10-15 09:47:47,,/img/tires/m788.png,Грузовые шины,1,38565r225-bridgestone-m788-160k158,Бескамерная,Универсальная,1
217,8,0,Series 85,,,,,,Maximo,Китай,0,115A8/112B,,280/85R24 (11.2R24) ,0000-00-00 00:00:00,2015-10-15 09:47:47,,/img/tires/maximo85.png,Сельхоз шины,1,28085r24-112r24-maximo-series-85-115a8112b,Бескамерная,Радиальная,2
218,8,0,Series 85,,,,,,Maximo,Китай,0,122A8/119B,,320/85R24 (12.4R24),0000-00-00 00:00:00,2015-10-15 09:47:47,,/img/tires/maximo85.png,Сельхоз шины,1,32085r24-124r24-maximo-series-85-122a8119b,Бескамерная,Радиальная,2
219,8,0,Series 85,,,,,,Maximo,Китай,0,125A8/122B,,340/85R24 (13.6R24),0000-00-00 00:00:00,2015-10-15 09:47:47,,/img/tires/maximo85.png,Сельхоз шины,1,34085r24-136r24-maximo-series-85-125a8122b,Бескамерная,Радиальная,2
220,8,0,Series 85,,,,,,Maximo,Китай,0,131A8/128B,,380/85R24 (14.9R24),0000-00-00 00:00:00,2015-10-15 09:47:47,,/img/tires/maximo85.png,Сельхоз шины,1,38085r24-149r24-maximo-series-85-131a8128b,Бескамерная,Радиальная,2
221,8,0,Series 85,,,,,,Maximo,Китай,0,137A8/134B,,420/85R24 (16.9R24),0000-00-00 00:00:00,2015-10-15 09:47:47,,/img/tires/maximo85.png,Сельхоз шины,1,42085r24-169r24-maximo-series-85-137a8134b,Бескамерная,Радиальная,2
222,8,0,Series 85,,,,,,Maximo,Китай,0,124A8/121B,,320/85R28 (12.4R28),0000-00-00 00:00:00,2015-10-15 09:47:47,,/img/tires/maximo85.png,Сельхоз шины,1,32085r28-124r28-maximo-series-85-124a8121b,Бескамерная,Радиальная,2
223,8,0,Series 85,,,,,,Maximo,Китай,0,127A8/124B,,340/85R28 (13.6R28),0000-00-00 00:00:00,2015-10-15 09:47:47,,/img/tires/maximo85.png,Сельхоз шины,1,34085r28-136r28-maximo-series-85-127a8124b,Бескамерная,Радиальная,2
224,8,0,Series 85,,,,,,Maximo,Китай,0,133A8/130B,,380/85R28 (14.9R28),0000-00-00 00:00:00,2015-10-15 09:47:47,,/img/tires/maximo85.png,Сельхоз шины,1,38085r28-149r28-maximo-series-85-133a8130b,Бескамерная,Радиальная,2
225,8,0,Series 85,,,,,,Maximo,Китай,0,139A8/136B,,420/85R28 (16.9R28),0000-00-00 00:00:00,2015-10-15 09:47:47,,/img/tires/maximo85.png,Сельхоз шины,1,42085r28-169r28-maximo-series-85-139a8136b,Бескамерная,Радиальная,2
226,8,0,Series 85,,,,,,Maximo,Китай,0,135A8/132B,,380/85R30 (14.9R30),0000-00-00 00:00:00,2015-10-15 09:47:47,,/img/tires/maximo85.png,Сельхоз шины,1,38085r30-149r30-maximo-series-85-135a8132b,Бескамерная,Радиальная,2
227,8,0,Series 85,,,,,,Maximo,Китай,0,140A8/137B,,420/85R30 (16.9R30),0000-00-00 00:00:00,2015-10-15 09:47:47,,/img/tires/maximo85.png,Сельхоз шины,1,42085r30-169r30-maximo-series-85-140a8137b,Бескамерная,Радиальная,2
228,8,0,Series 85,,,,,,Maximo,Китай,0,145A8/142B,,460/85R30 (18.4R30),0000-00-00 00:00:00,2015-10-15 09:47:47,,/img/tires/maximo85.png,Сельхоз шины,1,46085r30-184r30-maximo-series-85-145a8142b,Бескамерная,Радиальная,2
229,8,0,Series 85,,,,,,Maximo,Китай,0,142A8/139B,,420/85R34 (16.9R34),0000-00-00 00:00:00,2015-10-15 09:47:47,,/img/tires/maximo85.png,Сельхоз шины,1,42085r34-169r34-maximo-series-85-142a8139b,Бескамерная,Радиальная,2
230,8,0,Series 85,,,,,,Maximo,Китай,0,147A8/144B,,460/85R34 (18.4R34),0000-00-00 00:00:00,2015-10-15 09:47:47,,/img/tires/maximo85.png,Сельхоз шины,1,46085r34-184r34-maximo-series-85-147a8144b,Бескамерная,Радиальная,2
231,8,0,Series 85,,,,,,Maximo,Китай,0,144A8/141B,,420/85R38 (16.9R38),0000-00-00 00:00:00,2015-10-15 09:47:47,,/img/tires/maximo85.png,Сельхоз шины,1,42085r38-169r38-maximo-series-85-144a8141b,Бескамерная,Радиальная,2
232,8,0,Series 85,,,,,,Maximo,Китай,0,149A8/146B,,460/85R38 (18.4R38),0000-00-00 00:00:00,2015-10-15 09:47:47,,/img/tires/maximo85.png,Сельхоз шины,1,46085r38-184r38-maximo-series-85-149a8146b,Бескамерная,Радиальная,2
233,8,0,Series 85,,,,,,Maximo,Китай,0,155A8/152B,,520/85R38 (20.8R38),0000-00-00 00:00:00,2015-10-15 09:47:47,,/img/tires/maximo85.png,Сельхоз шины,1,52085r38-208r38-maximo-series-85-155a8152b,Бескамерная,Радиальная,2
234,8,0,Series 85,,,,,,Maximo,Китай,0,157A8/157B,,520/85R42 (20.8R42),0000-00-00 00:00:00,2015-10-15 09:47:47,,/img/tires/maximo85.png,Сельхоз шины,1,52085r42-208r42-maximo-series-85-157a8157b,Бескамерная,Радиальная,2
235,8,0,Series 70,,,,,,Maximo,Китай,0,122А8,,360/70R24,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/maximo70.png,Сельхоз шины,1,36070r24-maximo-series-70-122a8,Бескамерная,Радиальная,2
236,8,0,Series 70,,,,,,Maximo,Китай,0,125А8,,380/70R24,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/maximo70.png,Сельхоз шины,1,38070r24-maximo-series-70-125a8,Бескамерная,Радиальная,2
237,8,0,Series 70,,,,,,Maximo,Китай,0,130А8,,420/70R24,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/maximo70.png,Сельхоз шины,1,42070r24-maximo-series-70-130a8,Бескамерная,Радиальная,2
238,8,0,Series 70,,,,,,Maximo,Китай,0,138А8,,480/70R24,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/maximo70.png,Сельхоз шины,1,48070r24-maximo-series-70-138a8,Бескамерная,Радиальная,2
239,8,0,Series 70,,,,,,Maximo,Китай,0,127А8,,380/70R28,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/maximo70.png,Сельхоз шины,1,38070r28-maximo-series-70-127a8,Бескамерная,Радиальная,2
240,8,0,Series 70,,,,,,Maximo,Китай,0,133А8,,420/70R28,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/maximo70.png,Сельхоз шины,1,42070r28-maximo-series-70-133a8,Бескамерная,Радиальная,2
241,8,0,Series 70,,,,,,Maximo,Китай,0,140А8,,480/70R28,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/maximo70.png,Сельхоз шины,1,48070r28-maximo-series-70-140a8,Бескамерная,Радиальная,2
242,8,0,Series 70,,,,,,Maximo,Китай,0,141А8,,480/70R30 (19.5LR30),0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/maximo70.png,Сельхоз шины,1,48070r30-195lr30-maximo-series-70-141a8,Бескамерная,Радиальная,2
243,8,0,Series 70,,,,,,Maximo,Китай,0,143А8,,480/70R34,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/maximo70.png,Сельхоз шины,1,48070r34-maximo-series-70-143a8,Бескамерная,Радиальная,2
244,8,0,Series 70,,,,,,Maximo,Китай,0,148А8,,520/70R34,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/maximo70.png,Сельхоз шины,1,52070r34-maximo-series-70-148a8,Бескамерная,Радиальная,2
245,8,0,Series 70,,,,,,Maximo,Китай,0,145А8,,480/70R38 (19.5LR38),0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/maximo70.png,Сельхоз шины,1,48070r38-195lr38-maximo-series-70-145a8,Бескамерная,Радиальная,2
246,8,0,Series 70,,,,,,Maximo,Китай,0,150А8,,520/70R38,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/maximo70.png,Сельхоз шины,1,52070r38-maximo-series-70-150a8,Бескамерная,Радиальная,2
247,8,0,Series 70,,,,,,Maximo,Китай,0,155А8,,580/70R38,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/maximo70.png,Сельхоз шины,1,58070r38-maximo-series-70-155a8,Бескамерная,Радиальная,2
248,8,0,TM 700,,,,,,Trelleborg,Италия,0,109A8/109B,,260/70R16,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm700.png,Сельхоз шины,1,26070r16-trelleborg-tm-700-109a8109b,Бескамерная,Радиальная,2
249,8,0,TM 700,,,,,,Trelleborg,Италия,0,112A8/112B,,280/70R16,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm700.png,Сельхоз шины,1,28070r16-trelleborg-tm-700-112a8112b,Бескамерная,Радиальная,2
250,8,0,TM 700,,,,,,Trelleborg,Италия,0,114A8/114B,,280/70R18,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm700.png,Сельхоз шины,1,28070r18-trelleborg-tm-700-114a8114b,Бескамерная,Радиальная,2
251,8,0,TM 190,,,,,,Trelleborg,Италия,0,6 слоёв,,7.5R20,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm190.png,Сельхоз шины,1,75r20-trelleborg-tm-190-6-sloev,Камерная,Радиальная,2
252,8,0,TM 190,,,,,,Trelleborg,Италия,0,8 слоёв,,9.5R20,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm190.png,Сельхоз шины,1,95r20-trelleborg-tm-190-8-sloev,Камерная,Радиальная,2
253,8,0,TM 700,,,,,,Trelleborg,Италия,0,110A8/110B,,300/70R20,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm700.png,Сельхоз шины,1,30070r20-trelleborg-tm-700-110a8110b,Бескамерная,Радиальная,2
254,8,0,TM 600,,,,,,Trelleborg,Италия,0,112A8/109B,,280/85R20 (11.2R20),0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm600.png,Сельхоз шины,1,28085r20-112r20-trelleborg-tm-600-112a8109b,Бескамерная,Радиальная,2
255,8,0,TM 700,,,,,,Trelleborg,Италия,0,113A8/113B,,320/70R20,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm700.png,Сельхоз шины,1,32070r20-trelleborg-tm-700-113a8113b,Бескамерная,Радиальная,2
256,8,0,TM 600,,,,,,Trelleborg,Италия,0,119A8/116B,,320/85R20 (12.4R20),0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm600.png,Сельхоз шины,1,32085r20-124r20-trelleborg-tm-600-119a8116b,Бескамерная,Радиальная,2
257,8,0,TM 700,,,,,,Trelleborg,Италия,0,120A8/120B,,360/70R20,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm700.png,Сельхоз шины,1,36070r20-trelleborg-tm-700-120a8120b,Бескамерная,Радиальная,2
258,8,0,TM 700,,,,,,Trelleborg,Италия,0,122A8/122B,,380/70R20,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm700.png,Сельхоз шины,1,38070r20-trelleborg-tm-700-122a8122b,Бескамерная,Радиальная,2
259,8,0,TM 190,,,,,,Trelleborg,Италия,0,8 слоёв,,8.3R24,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm190.png,Сельхоз шины,1,83r24-trelleborg-tm-190-8-sloev,Камерная,Радиальная,2
260,8,0,TM 190,,,,,,Trelleborg,Италия,0,107A8,,9.5R24,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm190.png,Сельхоз шины,1,95r24-trelleborg-tm-190-107a8,Камерная,Радиальная,2
261,8,0,TM 600,,,,,,Trelleborg,Италия,0,115A8/112B,,280/85R24 (11.2R24),0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm600.png,Сельхоз шины,1,28085r24-112r24-trelleborg-tm-600-115a8112b,Бескамерная,Радиальная,2
262,8,0,TM 700,,,,,,Trelleborg,Италия,0,116A8/116B,,320/70R24,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm700.png,Сельхоз шины,1,32070r24-trelleborg-tm-700-116a8116b,Бескамерная,Радиальная,2
263,8,0,TM 600,,,,,,Trelleborg,Италия,0,122A8/119B,,320/85R24 (12.4R24),0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm600.png,Сельхоз шины,1,32085r24-124r24-trelleborg-tm-600-122a8119b,Бескамерная,Радиальная,2
264,8,0,TM 700,,,,,,Trelleborg,Италия,0,122A8/122B,,360/70R24,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm700.png,Сельхоз шины,1,36070r24-trelleborg-tm-700-122a8122b,Бескамерная,Радиальная,2
265,8,0,TM 600,,,,,,Trelleborg,Италия,0,125A8/122B,,340/85R24,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm600.png,Сельхоз шины,1,34085r24-trelleborg-tm-600-125a8122b,Бескамерная,Радиальная,2
266,8,0,TM 700,,,,,,Trelleborg,Италия,0,125A8/125B,,380/70R24,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm700.png,Сельхоз шины,1,38070r24-trelleborg-tm-700-125a8125b,Бескамерная,Радиальная,2
267,8,0,TM 800,,,,,,Trelleborg,Италия,0,128D,,440/65R24,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm800.png,Сельхоз шины,1,44065r24-trelleborg-tm-800-128d,Бескамерная,Радиальная,2
268,8,0,TM 600,,,,,,Trelleborg,Италия,0,131A8/128B,,380/85R24 (14.9R24),0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm600.png,Сельхоз шины,1,38085r24-149r24-trelleborg-tm-600-131a8128b,Бескамерная,Радиальная,2
269,8,0,TM 700,,,,,,Trelleborg,Италия,0,130A8/130B,,420/70R24,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm700.png,Сельхоз шины,1,42070r24-trelleborg-tm-700-130a8130b,Бескамерная,Радиальная,2
270,8,0,TM 800,,,,,,Trelleborg,Италия,0,133D,,480/65R24,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm800.png,Сельхоз шины,1,48065r24-trelleborg-tm-800-133d,Бескамерная,Радиальная,2
271,8,0,TM 600,,,,,,Trelleborg,Италия,0,137A8/134B,,420/85R24 (16.9R24),0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm600.png,Сельхоз шины,1,42085r24-169r24-trelleborg-tm-600-137a8134b,Бескамерная,Радиальная,2
272,8,0,TM 700,,,,,,Trelleborg,Италия,0,138A8/138B,,480/70R24,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm700.png,Сельхоз шины,1,48070r24-trelleborg-tm-700-138a8138b,Бескамерная,Радиальная,2
273,8,0,TM 800,,,,,,Trelleborg,Италия,0,140D,,540/65R24,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm800.png,Сельхоз шины,1,54065r24-trelleborg-tm-800-140d,Бескамерная,Радиальная,2
274,8,0,TM 800,,,,,,Trelleborg,Италия,0,146A8,,540/65R24,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm800.png,Сельхоз шины,1,54065r24-trelleborg-tm-800-146a8,Бескамерная,Радиальная,2
275,8,0,TM 700,,,,,,Trelleborg,Италия,0,139A8/139B,,480/70R26,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm700.png,Сельхоз шины,1,48070r26-trelleborg-tm-700-139a8139b,Бескамерная,Радиальная,2
276,8,0,TM 800,,,,,,Trelleborg,Италия,0,141D,,540/65R26,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm800.png,Сельхоз шины,1,54065r26-trelleborg-tm-800-141d,Бескамерная,Радиальная,2
277,8,0,TM 600,,,,,,Trelleborg,Италия,0,118A8/115B,,280/85R28 (11.2R28),0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm600.png,Сельхоз шины,1,28085r28-112r28-trelleborg-tm-600-118a8115b,Бескамерная,Радиальная,2
278,8,0,TM 700,,,,,,Trelleborg,Италия,0,119A8/116B,,320/70R28,0000-00-00 00:00:00,2015-10-15 09:47:48,,/img/tires/tm700.png,Сельхоз шины,1,32070r28-trelleborg-tm-700-119a8116b,Бескамерная,Радиальная,2
279,8,0,TM 600,,,,,,Trelleborg,Италия,0,124A8/121B,,320/85R28 (12.4R28),0000-00-00 00:00:00,2015-10-15 09:47:49,,/img/tires/tm600.png,Сельхоз шины,1,32085r28-124r28-trelleborg-tm-600-124a8121b,Бескамерная,Радиальная,2
280,8,0,TM 700,,,,,,Trelleborg,Италия,0,125A8/125B,,360/70R28,0000-00-00 00:00:00,2015-10-15 09:47:49,,/img/tires/tm700.png,Сельхоз шины,1,36070r28-trelleborg-tm-700-125a8125b,Бескамерная,Радиальная,2
281,8,0,TM 600,,,,,,Trelleborg,Италия,0,127/A8/124B,,340/85R28 (13.6R28),0000-00-00 00:00:00,2015-10-15 09:47:49,,/img/tires/tm600.png,Сельхоз шины,1,34085r28-136r28-trelleborg-tm-600-127a8124b,Бескамерная,Радиальная,2
282,8,0,TM 700,,,,,,Trelleborg,Италия,0,127A8/127B,,380/70R28,0000-00-00 00:00:00,2015-10-15 09:47:49,,/img/tires/tm700.png,Сельхоз шины,1,38070r28-trelleborg-tm-700-127a8127b,Бескамерная,Радиальная,2
283,8,0,TM 800,,,,,,Trelleborg,Италия,0,131D,,440/65R28,0000-00-00 00:00:00,2015-10-15 09:47:49,,/img/tires/tm800.png,Сельхоз шины,1,44065r28-trelleborg-tm-800-131d,Бескамерная,Радиальная,2
