1,6540,0,Farm Implement I-1,,9.5L,-,14,,Firestone,США,0,8 слоёв,,9.5L-14,0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/fi_m.png,/img/tires/fi.png,Сельхоз шины,1,95l-14-firestone-farm-implement-i-1,Бескамерная,Диагональная
2,7300,0,Farm Implement I-1,,11L,-,14,,Firestone,США,0,8 слоёв,,11L-14,0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/fi_m.png,/img/tires/fi.png,Сельхоз шины,1,11l-14-firestone-farm-implement-i-1,Бескамерная,Диагональная
3,6535,0,Farm Implement I-1,,7.60,-,15,,Firestone,США,0,8 слоёв,,7.60-15,0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/fi_m.png,/img/tires/fi.png,Сельхоз шины,1,760-15-firestone-farm-implement-i-1,Бескамерная,Диагональная
4,5960,0,DURA-LIFE I-1,,7.60,-,15SL,,Titan,США,0,8 слоёв,,7.60-15,0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/dl_m.png,/img/tires/dl.png,Сельхоз шины,1,760-15-titan-dura-life-i-1,Бескамерная,Диагональная
5,8900,0,Farm Implement I-1,,9.5L,-,15,,Firestone,США,0,12 слоёв,,9.5L-15,0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/fi_m.png,/img/tires/fi.png,Сельхоз шины,1,95l-15-firestone-farm-implement-i-1,Бескамерная,Диагональная
6,8130,0,HI-FLOTATION I-1,,9.5L,-,15SL,,Titan,США,0,12 слоёв,,9.5L-15,0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/hwf1_m.png,/img/tires/hwf1.png,Сельхоз шины,1,95l-15-titan-hi-flotation-i-1,Бескамерная,Диагональная
7,8620,0,HIGHWAY IMPLEMENT F-1,,9.5L,-,15FI,,Titan,США,0,F,,9.5L-15,0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/hwf1_m.png,/img/tires/hwf1.png,Сельхоз шины,1,95l-15-titan-highway-implement-f-1,Бескамерная,Диагональная
8,9325,0,Farm Tire I-1,,10.00,-,15,,Firestone,США,0,8 слоёв,,10.00-15,0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/ftf_m.png,/img/tires/ftf.png,Сельхоз шины,1,1000-15-firestone-farm-tire-i-1,Бескамерная,Диагональная
9,8171,0,DURA-LIFE I-1,,10.00,-,15SL,,Titan,США,0,8 слоёв,,10.00-15,0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/dl_m.png,/img/tires/dl.png,Сельхоз шины,1,1000-15-titan-dura-life-i-1,Бескамерная,Диагональная
10,9825,0,Farm Implement I-1,,11L,-,15,,Firestone,США,0,12 слоёв,,11L-15,0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/fi_m.png,/img/tires/fi.png,Сельхоз шины,1,11l-15-firestone-farm-implement-i-1,Бескамерная,Диагональная
11,8970,0,HI-FLOTATION I-1,,11L,-,15SL,,Titan,США,0,12 слоёв,,11L-15,0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/hwf1_m.png,/img/tires/hwf1.png,Сельхоз шины,1,11l-15-titan-hi-flotation-i-1,Бескамерная,Диагональная
12,9990,0,HIGHWAY IMPLEMENT F-1,,11L,-,15FI,,Firestone,США,0,F,,11L-15,0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/hwf1_m.png,/img/tires/hwf1.png,Сельхоз шины,1,11l-15-firestone-highway-implement-f-1,Бескамерная,Диагональная
13,10590,0,Farm Implement I-1,,12.5L,-,15,,Firestone,США,0,12 слоёв,,12.5L-15,0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/fi_m.png,/img/tires/fi.png,Сельхоз шины,1,125l-15-firestone-farm-implement-i-1,Бескамерная,Диагональная
14,9670,0,HI-FLOTATION I-1,,12.5L,-,15SL,,Titan,США,0,12 слоёв,,12.5L-15,0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/hwf1_m.png,/img/tires/hwf1.png,Сельхоз шины,1,125l-15-titan-hi-flotation-i-1,Бескамерная,Диагональная
15,12330,0,HIGHWAY IMPLEMENT F-1,, 12.5L,-,15FI,,Titan,США,0,F,, 12.5L-15,0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/hwf1_m.png,/img/tires/hwf1.png,Сельхоз шины,1,125l-15-titan-highway-implement-f-1,Бескамерная,Диагональная
16,10545,0,Rib Implement I-1,,31Х13.5,-,15,,Firestone,США,0,12 слоёв,,31Х13.5-15,0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/fi_m.png,/img/tires/fi.png,Сельхоз шины,1,31kh135-15-firestone-rib-implement-i-1,Бескамерная,Диагональная
17,9630,0,Flo-Trac Rib HF-1,,31x15.50,-,15NHS,,Titan,США,0,8 слоёв,,31x15.50-15NHS,0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/dl_m.png,/img/tires/dl.png,Сельхоз шины,1,31x1550-15nhs-titan-flo-trac-rib-hf-1,Бескамерная,Диагональная
18,7285,0,DURA-LIFE I-1,,9.00,-,16SL,,Titan,США,0,10 слоёв,,9.00-16SL,0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/dl_m.png,/img/tires/dl.png,Сельхоз шины,1,900-16sl-titan-dura-life-i-1,Бескамерная,Диагональная
19,20835,0,Farm Implement I-1,,16.5L,-,16.1,,Firestone,США,0,14 слоёв,,16.5L-16.1,0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/fi_m.png,/img/tires/fi.png,Сельхоз шины,1,165l-161-firestone-farm-implement-i-1,Бескамерная,Диагональная
20,18990,0,HIGHWAY IMPLEMENT FI,,16.5L,-,16.1FI,,Titan,США,0,E,,16.5L-16.1,0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/hwf1_m.png,/img/tires/hwf1.png,Сельхоз шины,1,165l-161-titan-highway-implement-fi,Бескамерная,Диагональная
21,42460,0,HI-FLOTATION I-1,,21.5L,-,16.1SL,,Titan,США,0,18 слоёв,,21.5L-16.1SL,0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/hwf1_m.png,/img/tires/hwf1.png,Сельхоз шины,1,215l-161sl-titan-hi-flotation-i-1,Бескамерная,Диагональная
22,36850,0,TI422 I-3,,21.5L,-,16.1SL,,Titan,США,0,8 слоёв,,21.5L-16.1SL,0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/ti442_m.png,/img/tires/ti442.png,Сельхоз шины,1,215l-161sl-titan-ti422-i-3,Бескамерная,Диагональная
23,21380,0,Duraforce Utility,,340,80,18,,Firestone,Испания,0,143A8,,340/80R18,0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/du_m.png,/img/tires/du.png,Индустриальные шины,1,34080r18-firestone-duraforce-utility,Бескамерная,Радиальная
24,20300,0,CONTRACTOR II I-3,,12.5/80,-,18,,Titan,США,0,12 слоёв,,12.5/80-18 (320/80-16),0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/cntr_m.png,/img/tires/cntr.png,Индустриальные шины,1,12580-18-32080-16-titan-contractor-ii-i-3,Бескамерная,Диагональная
25,8130,0,Farm Implement I-1,,7.50,-,20,,Firestone,США,0,6 слоёв,,7.50-20,0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/fi_m.png,/img/tires/fi.png,Сельхоз шины,1,750-20-firestone-farm-implement-i-1,Бескамерная,Диагональная
26,24720,0,LIFT RIGGER II R-1,,400/70-20 (16.0/70-20),-,20,,Titan,,0,143A8,,400/70-20 (16.0/70-20),0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/ci1049_m.png,/img/tires/ci1049.png,Индустриальные шины,1,40070-20-16070-20-titan-lift-rigger-ii-r-1,Бескамерная,Радиальная
27,15300,0,Super All Traction II 23˚ R-1,,11.2,-,24,,Firestone,США,0,8 слоёв,,11.2-24,0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/sat_m.png,/img/tires/sat.png,Сельхоз шины,1,112-24-firestone-super-all-traction-ii-23-r-1,Бескамерная,Диагональная
28,23945,0,Super All Traction II 23˚ R-1   *Cut resistant,,14.9,-,24,,Firestone,США,0,8 слоёв,,14.9-24 (380/85-24),0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/sat_m.png,/img/tires/sat.png,Сельхоз шины,1,149-24-38085-24-firestone-super-all-traction-ii-23-r-1-cut-resistant,Бескамерная,Диагональная
29,21860,0,HI-TRACTION LUG R-1,,14.9,-,24,,Titan,США,0,8 слоёв,,14.9-24 (380/85-24),0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/ag1002_m.png,/img/tires/ag1002.png,Сельхоз шины,1,149-24-38085-24-titan-hi-traction-lug-r-1,Бескамерная,Диагональная
30,34100,0,INDUSTRIAL TRACTOR LUG R-4,,16.9,-,24,,Titan,США,0,14 слоёв,,16.9-24 (420/85-24),0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/ind_m.png,/img/tires/ind.png,Индустриальные шины,1,169-24-42085-24-titan-industrial-tractor-lug-r-4,Бескамерная,Диагональная
31,31800,0,INDUSTRIAL CONTRACTOR R-4,,17.5L,-,24,,Titan,США,0,12 слоёв,,17.5L-24,0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/ci1059_m.png,/img/tires/ci1059.png,Индустриальные шины,1,175l-24-titan-industrial-contractor-r-4,Бескамерная,Диагональная
32,37415,0,Traction Field&Road R-1   *Tubeless,,18.4,-,26,,Firestone,США,0,12 слоёв,,18.4-26 (460/85-26),0000-00-00 00:00:00,2015-10-08 10:36:13,/img/tires/atfr_m.png,/img/tires/atfr.png,Сельхоз шины,1,184-26-46085-26-firestone-traction-fieldroad-r-1-tubeless,Бескамерная,Диагональная
